Repository Name,Is Git Repository,License Type,Git History Intact,First Commit Date,Last Commit Date,Development Span (Months),Lines of Code (Code),Lines of Code (Comments),Lines of Code (Blank),Total Files,Total Commits,Meaningful Commit Count,Commits per Month,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available,Number of Contributors with commits,Total Contributors (All-Time),Contributor List,Branch Count,LLM Tokens,Lexical Tokens,Code Duplication (Weighted %),Code Complexity,AI Detection Percentage,Language Count,Languages Used,Frontend Languages,Backend Languages,Frameworks Used,Frontend Frameworks,Backend Frameworks,Languages Percentage (Bytes > 5%),Frameworks Percentage (Bytes > 5%),Databases Used,Third-Party APIs,Setup Guidelines,Security Findings,Documentation Quality,Repository Rating Score
polysmith,True,Mit License,True,2020-05-31,2026-07-14,73.4,10599,221,7667,267,1435,1250,19.6 commits/mo,160,0,160,146,True,6,7,"Jacob Philpott, Jacob Philpott, dependabot[bot], Jacob Philpott, copilot-swe-agent[bot], Jacob, Jacob",3,704,718,0.0%,Low,8.6%,3,CoffeeScript | Pug | JavaScript,JavaScript,,package.json: express,,Express,JavaScript (100.0%),Jest (100.0%),MongoDB,,Present,Clean,High,7.7
