repo_name,is_git,license_type,first_commit_date,last_commit_date,loc_code,loc_comment,loc_blank,loc_files,lang_count,languages,languages_frontend,languages_backend,commits,contributors,all_contributors_count,all_contributors,branch_count,meaningful_commit_count,development_span_months,commits_per_month,git_history_intact,tokens_llm,lexical_token,duplication_weighted_percent,code_complexity,ai_detection_percent,frameworks,framework_frontend,framework_backend,databases_used,third_party_apis,setup_guidelines,security_findings,documentation_quality,repo_rating_score,repo_rating_label,languages_percentage_bytes(>5%),frameworks_percentage_bytes(>5%),total_time_seconds,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available
polysmith,True,Mit License,2020-05-31,2026-07-14,10599,221,7667,267,3,CoffeeScript | Pug | JavaScript,JavaScript,,1435,6,7,"Jacob Philpott, Jacob Philpott, dependabot[bot], Jacob Philpott, copilot-swe-agent[bot], Jacob, Jacob",3,1250,73.4,19.6 commits/mo,True,704,718,0.0%,Low,8.6%,package.json: express,,Express,MongoDB,,Present,Clean,High,7.7,Good,JavaScript (100.0%),Jest (100.0%),337.74,160,0,160,146,True
