repo_name,lexical_token,framework_frontend,framework_backend,languages_frontend,languages_backend,language_framework_details,domain_industry,commercial_usage_summary,security_scrubbing_confirmation,full_git_history,repo_rating_score,first_commit_date,last_commit_date,languages_percentage_bytes(>5%),frameworks_percentage_bytes(>5%),development_span_months,commits_per_month,unique_contributors,all_contributors_count,all_contributors,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available
polysmith,718,,Express,JavaScript,,package.json:express,Unknown,Permissive,Clean,True,7.7,2020-05-31,2026-07-14,JavaScript (100.0%),Jest (100.0%),73.4,19.6 commits/mo,6,7,"Jacob Philpott, Jacob Philpott, dependabot[bot], Jacob Philpott, copilot-swe-agent[bot], Jacob, Jacob",160,0,160,146,True
